timestamp,vtol_in_rw_mode,vtol_in_trans_mode,in_transition_to_fw,vtol_transition_failsafe,fw_permanent_stab
240109493,0,0,0,0,0
240309912,0,0,0,0,0
240510285,0,0,0,0,0
240710695,0,0,0,0,0
240911105,0,0,0,0,0
241111545,0,0,0,0,0
241311918,0,0,0,0,0
241512325,0,0,0,0,0
241712749,0,0,0,0,0
241908252,0,0,0,0,0
242108695,0,0,0,0,0
242309076,0,0,0,0,0
242514366,0,0,0,0,0
242709885,0,0,0,0,0
242910330,0,0,0,0,0
243110705,0,0,0,0,0
243311111,0,0,0,0,0
243511519,0,0,0,0,0
243707036,0,0,0,0,0
243912335,0,0,0,0,0
244112749,0,0,0,0,0
244313182,0,0,0,0,0
244508673,0,0,0,0,0
244709126,0,0,0,0,0
244909491,0,0,0,0,0
245109893,0,0,0,0,0
245310300,0,0,0,0,0
245510712,0,0,0,0,0
245711123,0,0,0,0,0
245911569,0,0,0,0,0
246111965,0,0,0,0,0
246312346,0,0,0,0,0
246507863,0,0,0,0,0
246713159,0,0,0,0,0
246913598,0,0,0,0,0
247109158,0,0,0,0,0
247309496,0,0,0,0,0
247509902,0,0,0,0,0
247710307,0,0,0,0,0
247910750,0,0,0,0,0
248111126,0,0,0,0,0
248311535,0,0,0,0,0
248511943,0,0,0,0,0
248712382,0,0,0,0,0
248912758,0,0,0,0,0
249108278,0,0,0,0,0
249308692,0,0,0,0,0
249513982,0,0,0,0,0
249714392,0,0,0,0,0
249909909,0,0,0,0,0
250110317,0,0,0,0,0
250310726,0,0,0,0,0
250511139,0,0,0,0,0
250711542,0,0,0,0,0
250911951,0,0,0,0,0
251112358,0,0,0,0,0
251312763,0,0,0,0,0
251513173,0,0,0,0,0
251708697,0,0,0,0,0
251909132,0,0,0,0,0
252109510,0,0,0,0,0
252314808,0,0,0,0,0
252510322,0,0,0,0,0
252710775,0,0,0,0,0
252911176,0,0,0,0,0
253111549,0,0,0,0,0
253311958,0,0,0,0,0
253507479,0,0,0,0,0
253712806,0,0,0,0,0
253913183,0,0,0,0,0
254113589,0,0,0,0,0
254309127,0,0,0,0,0
254509518,0,0,0,0,0
254709958,0,0,0,0,0
254910331,0,0,0,0,0
255110742,0,0,0,0,0
255311152,0,0,0,0,0
255511560,0,0,0,0,0
255711965,0,0,0,0,0
255912373,0,0,0,0,0
256107891,0,0,0,0,0
256308305,0,0,0,0,0
256513598,0,0,0,0,0
256714006,0,0,0,0,0
256909526,0,0,0,0,0
257109934,0,0,0,0,0
257310373,0,0,0,0,0
257510755,0,0,0,0,0
257711159,0,0,0,0,0
257911570,0,0,0,0,0
258111973,0,0,0,0,0
258312382,0,0,0,0,0
258512786,0,0,0,0,0
258708308,0,0,0,0,0
258908715,0,0,0,0,0
259109127,0,0,0,0,0
259314423,0,0,0,0,0
259509943,0,0,0,0,0
259710348,0,0,0,0,0
259910760,0,0,0,0,0
260111165,0,0,0,0,0
260311574,0,0,0,0,0
260507094,0,0,0,0,0
260712390,0,0,0,0,0
260912797,0,0,0,0,0
261113206,0,0,0,0,0
261308728,0,0,0,0,0
261509165,0,0,0,0,0
261709541,0,0,0,0,0
261909950,0,0,0,0,0
262110357,0,0,0,0,0
262310802,0,0,0,0,0
262511174,0,0,0,0,0
262711583,0,0,0,0,0
262911991,0,0,0,0,0
263112433,0,0,0,0,0
263307949,0,0,0,0,0
263513213,0,0,0,0,0
263909144,0,0,0,0,0
264109581,0,0,0,0,0
264309956,0,0,0,0,0
264510365,0,0,0,0,0
264710774,0,0,0,0,0
264911216,0,0,0,0,0
265111590,0,0,0,0,0
265311998,0,0,0,0,0
265512407,0,0,0,0,0
265712819,0,0,0,0,0
265908365,0,0,0,0,0
266108773,0,0,0,0,0
266314070,0,0,0,0,0
266509559,0,0,0,0,0
266709964,0,0,0,0,0
266910372,0,0,0,0,0
267110784,0,0,0,0,0
267311191,0,0,0,0,0
267511599,0,0,0,0,0
267712006,0,0,0,0,0
267912412,0,0,0,0,0
268112853,0,0,0,0,0
268313230,0,0,0,0,0
268508749,0,0,0,0,0
268709157,0,0,0,0,0
268909566,0,0,0,0,0
269114866,0,0,0,0,0
269310382,0,0,0,0,0
269510837,0,0,0,0,0
269711197,0,0,0,0,0
269911640,0,0,0,0,0
270112015,0,0,0,0,0
270307532,0,0,0,0,0
270512828,0,0,0,0,0
270713269,0,0,0,0,0
270913648,0,0,0,0,0
271109166,0,0,0,0,0
271309574,0,0,0,0,0
271509982,0,0,0,0,0
271710421,0,0,0,0,0
271910799,0,0,0,0,0
272111209,0,0,0,0,0
272311614,0,0,0,0,0
272512056,0,0,0,0,0
272712427,0,0,0,0,0
272907948,0,0,0,0,0
273108358,0,0,0,0,0
273313655,0,0,0,0,0
273514063,0,0,0,0,0
273709583,0,0,0,0,0
273909993,0,0,0,0,0
274110397,0,0,0,0,0
274310841,0,0,0,0,0
274511213,0,0,0,0,0
274711626,0,0,0,0,0
274912031,0,0,0,0,0
275112436,0,0,0,0,0
275312844,0,0,0,0,0
275508364,0,0,0,0,0
275708777,0,0,0,0,0
275909184,0,0,0,0,0
276114478,0,0,0,0,0
276309998,0,0,0,0,0
276510409,0,0,0,0,0
276710813,0,0,0,0,0
276911225,0,0,0,0,0
277111632,0,0,0,0,0
277307149,0,0,0,0,0
277512478,0,0,0,0,0
277712858,0,0,0,0,0
277913264,0,0,0,0,0
278108782,0,0,0,0,0
278309189,0,0,0,0,0
278509629,0,0,0,0,0
278710006,0,0,0,0,0
278910411,0,0,0,0,0
279110828,0,0,0,0,0
279311261,0,0,0,0,0
279511640,0,0,0,0,0
279712047,0,0,0,0,0
279907564,0,0,0,0,0
280107970,0,0,0,0,0
280313269,0,0,0,0,0
280513678,0,0,0,0,0
280709200,0,0,0,0,0
280909606,0,0,0,0,0
281110045,0,0,0,0,0
281310420,0,0,0,0,0
281510833,0,0,0,0,0
281711238,0,0,0,0,0
281911678,0,0,0,0,0
282112054,0,0,0,0,0
282312462,0,0,0,0,0
282512870,0,0,0,0,0
282708390,0,0,0,0,0
282908831,0,0,0,0,0
283114093,0,0,0,0,0
283309616,0,0,0,0,0
283510022,0,0,0,0,0
283710461,0,0,0,0,0
283910838,0,0,0,0,0
284111246,0,0,0,0,0
284311653,0,0,0,0,0
284512062,0,0,0,0,0
284712469,0,0,0,0,0
284912877,0,0,0,0,0
285113292,0,0,0,0,0
285308804,0,0,0,0,0
285509249,0,0,0,0,0
285709623,0,0,0,0,0
285910036,0,0,0,0,0
286110435,0,0,0,0,0
286310848,0,0,0,0,0
286511255,0,0,0,0,0
286711662,0,0,0,0,0
286912069,0,0,0,0,0
287107669,0,0,0,0,0
287312885,0,0,0,0,0
287513293,0,0,0,0,0
287713737,0,0,0,0,0
287909222,0,0,0,0,0
288109632,0,0,0,0,0
289111670,0,0,0,0,0
289512519,0,0,0,0,0
289708006,0,0,0,0,0
289908415,0,0,0,0,0
290113711,0,0,0,0,0
290314149,0,0,0,0,0
290509675,0,0,0,0,0
290710048,0,0,0,0,0
290910453,0,0,0,0,0
291110863,0,0,0,0,0
291311312,0,0,0,0,0
291511677,0,0,0,0,0
291712085,0,0,0,0,0
291912491,0,0,0,0,0
292112935,0,0,0,0,0
292308454,0,0,0,0,0
292508835,0,0,0,0,0
292709241,0,0,0,0,0
292914565,0,0,0,0,0
293110086,0,0,0,0,0
293310464,0,0,0,0,0
293510870,0,0,0,0,0
293711279,0,0,0,0,0
293911686,0,0,0,0,0
294107236,0,0,0,0,0
294312503,0,0,0,0,0
294512910,0,0,0,0,0
294713319,0,0,0,0,0
294908871,0,0,0,0,0
295109246,0,0,0,0,0
295309655,0,0,0,0,0
296512102,0,0,0,0,0
296707655,0,0,0,0,0
296908031,0,0,0,0,0
297113326,0,0,0,0,0
297313734,0,0,0,0,0
297509287,0,0,0,0,0
297709663,0,0,0,0,0
297910071,0,0,0,0,0
298110476,0,0,0,0,0
298310886,0,0,0,0,0
298511295,0,0,0,0,0
298711711,0,0,0,0,0
298912112,0,0,0,0,0
299112519,0,0,0,0,0
299308072,0,0,0,0,0
299508446,0,0,0,0,0
299708856,0,0,0,0,0
299914147,0,0,0,0,0
300109670,0,0,0,0,0
300310080,0,0,0,0,0
300510484,0,0,0,0,0
300710941,0,0,0,0,0
300911301,0,0,0,0,0
301111712,0,0,0,0,0
301312118,0,0,0,0,0
301512557,0,0,0,0,0
301712933,0,0,0,0,0
301913346,0,0,0,0,0
302108869,0,0,0,0,0
302309275,0,0,0,0,0
302509678,0,0,0,0,0
302710086,0,0,0,0,0
302910492,0,0,0,0,0
303110905,0,0,0,0,0
303311340,0,0,0,0,0
303511721,0,0,0,0,0
303712128,0,0,0,0,0
303907645,0,0,0,0,0
304112973,0,0,0,0,0
304313352,0,0,0,0,0
304513758,0,0,0,0,0
304709277,0,0,0,0,0
304909688,0,0,0,0,0
305110127,0,0,0,0,0
305310503,0,0,0,0,0
305510910,0,0,0,0,0
305711318,0,0,0,0,0
305911758,0,0,0,0,0
306112137,0,0,0,0,0
306312541,0,0,0,0,0
306508067,0,0,0,0,0
306708470,0,0,0,0,0
306913766,0,0,0,0,0
307114174,0,0,0,0,0
307309695,0,0,0,0,0
307510103,0,0,0,0,0
307710544,0,0,0,0,0
307910916,0,0,0,0,0
308111371,0,0,0,0,0
308311810,0,0,0,0,0
308512176,0,0,0,0,0
308712550,0,0,0,0,0
308912957,0,0,0,0,0
309108479,0,0,0,0,0
309308889,0,0,0,0,0
309509327,0,0,0,0,0
309714589,0,0,0,0,0
309910108,0,0,0,0,0
310110518,0,0,0,0,0
310310959,0,0,0,0,0
310511333,0,0,0,0,0
310711744,0,0,0,0,0
310907266,0,0,0,0,0
311112558,0,0,0,0,0
311312966,0,0,0,0,0
311513375,0,0,0,0,0
311708895,0,0,0,0,0
311909308,0,0,0,0,0
312109740,0,0,0,0,0
312310122,0,0,0,0,0
312510525,0,0,0,0,0
312710935,0,0,0,0,0
312911343,0,0,0,0,0
313111749,0,0,0,0,0
313312159,0,0,0,0,0
313507678,0,0,0,0,0
313708088,0,0,0,0,0
313913383,0,0,0,0,0
314113792,0,0,0,0,0
314309310,0,0,0,0,0
314509720,0,0,0,0,0
314710127,0,0,0,0,0
314910532,0,0,0,0,0
315110940,0,0,0,0,0
315311354,0,0,0,0,0
315511760,0,0,0,0,0
315712167,0,0,0,0,0
315912574,0,0,0,0,0
316108093,0,0,0,0,0
316308501,0,0,0,0,0
316508910,0,0,0,0,0
316714206,0,0,0,0,0
316909726,0,0,0,0,0
317110135,0,0,0,0,0
317310541,0,0,0,0,0
317510949,0,0,0,0,0
317711356,0,0,0,0,0
317911801,0,0,0,0,0
318112177,0,0,0,0,0
318312583,0,0,0,0,0
318512990,0,0,0,0,0
318708509,0,0,0,0,0
318908996,0,0,0,0,0
319109327,0,0,0,0,0
319309736,0,0,0,0,0
319510142,0,0,0,0,0
319710580,0,0,0,0,0
319910959,0,0,0,0,0
320111366,0,0,0,0,0
320311776,0,0,0,0,0
320512216,0,0,0,0,0
320707779,0,0,0,0,0
320912999,0,0,0,0,0
321113406,0,0,0,0,0
321313845,0,0,0,0,0
321509363,0,0,0,0,0
321709778,0,0,0,0,0
321910150,0,0,0,0,0
322110557,0,0,0,0,0
322311000,0,0,0,0,0
322511374,0,0,0,0,0
322711784,0,0,0,0,0
322912189,0,0,0,0,0
323112631,0,0,0,0,0
323308151,0,0,0,0,0
323508526,0,0,0,0,0
323713823,0,0,0,0,0
323914261,0,0,0,0,0
324109787,0,0,0,0,0
324310158,0,0,0,0,0
324510565,0,0,0,0,0
324710972,0,0,0,0,0
324911453,0,0,0,0,0
325111792,0,0,0,0,0
325312197,0,0,0,0,0
325512608,0,0,0,0,0
325713046,0,0,0,0,0
325908564,0,0,0,0,0
326108942,0,0,0,0,0
326309349,0,0,0,0,0
326514678,0,0,0,0,0
326710172,0,0,0,0,0
326910574,0,0,0,0,0
327110981,0,0,0,0,0
327311390,0,0,0,0,0
327511833,0,0,0,0,0
327707359,0,0,0,0,0
327912615,0,0,0,0,0
328113024,0,0,0,0,0
328313463,0,0,0,0,0
328508989,0,0,0,0,0
328709364,0,0,0,0,0
328909780,0,0,0,0,0
329110184,0,0,0,0,0
329310624,0,0,0,0,0
329510996,0,0,0,0,0
329711405,0,0,0,0,0
329911812,0,0,0,0,0
330112216,0,0,0,0,0
330307779,0,0,0,0,0
330508144,0,0,0,0,0
330713525,0,0,0,0,0
330913853,0,0,0,0,0
331109397,0,0,0,0,0
331309780,0,0,0,0,0
331510184,0,0,0,0,0
331710590,0,0,0,0,0
331911029,0,0,0,0,0
332111448,0,0,0,0,0
332311812,0,0,0,0,0
332512221,0,0,0,0,0
332712632,0,0,0,0,0
332908181,0,0,0,0,0
333108556,0,0,0,0,0
336310235,0,0,0,0,0
336510607,0,0,0,0,0
336711015,0,0,0,0,0
336911425,0,0,0,0,0
337111830,0,0,0,0,0
337312235,0,0,0,0,0
337507756,0,0,0,0,0
337713057,0,0,0,0,0
337913463,0,0,0,0,0
338113872,0,0,0,0,0
338309389,0,0,0,0,0
338509802,0,0,0,0,0
338710278,0,0,0,0,0
338910616,0,0,0,0,0
339111021,0,0,0,0,0
339311428,0,0,0,0,0
339511837,0,0,0,0,0
339712248,0,0,0,0,0
339912655,0,0,0,0,0
340108174,0,0,0,0,0
340308583,0,0,0,0,0
340513879,0,0,0,0,0
340714290,0,0,0,0,0
340909812,0,0,0,0,0
341110251,0,0,0,0,0
341310622,0,0,0,0,0
341511032,0,0,0,0,0
341711436,0,0,0,0,0
341911849,0,0,0,0,0
342112253,0,0,0,0,0
342312664,0,0,0,0,0
342513074,0,0,0,0,0
342708588,0,0,0,0,0
342908998,0,0,0,0,0
343109407,0,0,0,0,0
343314701,0,0,0,0,0
343510251,0,0,0,0,0
343710632,0,0,0,0,0
343911039,0,0,0,0,0
344111444,0,0,0,0,0
344311855,0,0,0,0,0
344507374,0,0,0,0,0
344712671,0,0,0,0,0
344913084,0,0,0,0,0
345113487,0,0,0,0,0
345309007,0,0,0,0,0
345509415,0,0,0,0,0
345709824,0,0,0,0,0
345910249,0,0,0,0,0
346110639,0,0,0,0,0
346311090,0,0,0,0,0
346511451,0,0,0,0,0
346711862,0,0,0,0,0
346912273,0,0,0,0,0
347107790,0,0,0,0,0
347308199,0,0,0,0,0
347513498,0,0,0,0,0
347713902,0,0,0,0,0
347909470,0,0,0,0,0
348109835,0,0,0,0,0
348310247,0,0,0,0,0
348711052,0,0,0,0,0
348911462,0,0,0,0,0
349111870,0,0,0,0,0
349312281,0,0,0,0,0
349512689,0,0,0,0,0
349708205,0,0,0,0,0
349908614,0,0,0,0,0
350109026,0,0,0,0,0
350314319,0,0,0,0,0
350509839,0,0,0,0,0
350710255,0,0,0,0,0
350910653,0,0,0,0,0
351111063,0,0,0,0,0
351311471,0,0,0,0,0
351511881,0,0,0,0,0
351712290,0,0,0,0,0
351912699,0,0,0,0,0
352113105,0,0,0,0,0
352308622,0,0,0,0,0
352509033,0,0,0,0,0
352709525,0,0,0,0,0
352909846,0,0,0,0,0
353110252,0,0,0,0,0
353310662,0,0,0,0,0
353511069,0,0,0,0,0
353711477,0,0,0,0,0
353911886,0,0,0,0,0
354112297,0,0,0,0,0
354307812,0,0,0,0,0
354513111,0,0,0,0,0
354713518,0,0,0,0,0
354909043,0,0,0,0,0
355109494,0,0,0,0,0
355309863,0,0,0,0,0
355510259,0,0,0,0,0
355710672,0,0,0,0,0
355911076,0,0,0,0,0
356111485,0,0,0,0,0
356311893,0,0,0,0,0
356512305,0,0,0,0,0
356712753,0,0,0,0,0
356908231,0,0,0,0,0
357108644,0,0,0,0,0
357313934,0,0,0,0,0
357514347,0,0,0,0,0
357709865,0,0,0,0,0
357910336,0,0,0,0,0
358110678,0,0,0,0,0
358311084,0,0,0,0,0
358511494,0,0,0,0,0
358711903,0,0,0,0,0
358912310,0,0,0,0,0
359112750,0,0,0,0,0
359313128,0,0,0,0,0
359508651,0,0,0,0,0
359709059,0,0,0,0,0
359909522,0,0,0,0,0
360114759,0,0,0,0,0
360310277,0,0,0,0,0
360510685,0,0,0,0,0
360711128,0,0,0,0,0
360911543,0,0,0,0,0
361111910,0,0,0,0,0
361307428,0,0,0,0,0
361512747,0,0,0,0,0
361713135,0,0,0,0,0
361913543,0,0,0,0,0
362109067,0,0,0,0,0
362309489,0,0,0,0,0
362509909,0,0,0,0,0
362710283,0,0,0,0,0
362910698,0,0,0,0,0
363111105,0,0,0,0,0
363311543,0,0,0,0,0
363511919,0,0,0,0,0
363712325,0,0,0,0,0
363907844,0,0,0,0,0
364108257,0,0,0,0,0
364313551,0,0,0,0,0
364513957,0,0,0,0,0
364709494,0,0,0,0,0
364909886,0,0,0,0,0
365110327,0,0,0,0,0
365310703,0,0,0,0,0
365511110,0,0,0,0,0
365711519,0,0,0,0,0
365911925,0,0,0,0,0
366112336,0,0,0,0,0
366312748,0,0,0,0,0
366508265,0,0,0,0,0
366708673,0,0,0,0,0
366909158,0,0,0,0,0
367114373,0,0,0,0,0
367309894,0,0,0,0,0
367510305,0,0,0,0,0
367710741,0,0,0,0,0
367911116,0,0,0,0,0
368111525,0,0,0,0,0
368307044,0,0,0,0,0
368512377,0,0,0,0,0
368712750,0,0,0,0,0
368913158,0,0,0,0,0
369108683,0,0,0,0,0
369309158,0,0,0,0,0
369509525,0,0,0,0,0
369709899,0,0,0,0,0
369910324,0,0,0,0,0
370110717,0,0,0,0,0
370311159,0,0,0,0,0
370511534,0,0,0,0,0
370711943,0,0,0,0,0
370912353,0,0,0,0,0
371107870,0,0,0,0,0
371313167,0,0,0,0,0
371513576,0,0,0,0,0
371709130,0,0,0,0,0
371909506,0,0,0,0,0
372109942,0,0,0,0,0
372310316,0,0,0,0,0
372510727,0,0,0,0,0
372711135,0,0,0,0,0
372911540,0,0,0,0,0
373111951,0,0,0,0,0
373312358,0,0,0,0,0
373512764,0,0,0,0,0
373708284,0,0,0,0,0
373908727,0,0,0,0,0
374113990,0,0,0,0,0
374309511,0,0,0,0,0
374509919,0,0,0,0,0
374710358,0,0,0,0,0
374910733,0,0,0,0,0
375111140,0,0,0,0,0
375311550,0,0,0,0,0
375512030,0,0,0,0,0
375712365,0,0,0,0,0
375912775,0,0,0,0,0
376113187,0,0,0,0,0
376308702,0,0,0,0,0
376509163,0,0,0,0,0
376709519,0,0,0,0,0
376914823,0,0,0,0,0
377110332,0,0,0,0,0
377310806,0,0,0,0,0
377511147,0,0,0,0,0
377711558,0,0,0,0,0
377911965,0,0,0,0,0
378107486,0,0,0,0,0
378312785,0,0,0,0,0
378513191,0,0,0,0,0
378713597,0,0,0,0,0
378909132,0,0,0,0,0
379109557,0,0,0,0,0
379309933,0,0,0,0,0
379510341,0,0,0,0,0
379710750,0,0,0,0,0
379911192,0,0,0,0,0
380111565,0,0,0,0,0
380311972,0,0,0,0,0
380512384,0,0,0,0,0
380707900,0,0,0,0,0
380908312,0,0,0,0,0
381113606,0,0,0,0,0
381314095,0,0,0,0,0
381509534,0,0,0,0,0
381709947,0,0,0,0,0
381910350,0,0,0,0,0
382110757,0,0,0,0,0
382311168,0,0,0,0,0
382511606,0,0,0,0,0
382711981,0,0,0,0,0
382912392,0,0,0,0,0
383112797,0,0,0,0,0
383308317,0,0,0,0,0
383508726,0,0,0,0,0
383709136,0,0,0,0,0
383914431,0,0,0,0,0
384109948,0,0,0,0,0
384310359,0,0,0,0,0
384510764,0,0,0,0,0
384711175,0,0,0,0,0
384911580,0,0,0,0,0
385107103,0,0,0,0,0
385312397,0,0,0,0,0
385512804,0,0,0,0,0
385713214,0,0,0,0,0
385908734,0,0,0,0,0
386109144,0,0,0,0,0
386309549,0,0,0,0,0
386509959,0,0,0,0,0
386710365,0,0,0,0,0
386910775,0,0,0,0,0
387111184,0,0,0,0,0
387311590,0,0,0,0,0
387511996,0,0,0,0,0
387712408,0,0,0,0,0
387907926,0,0,0,0,0
388113225,0,0,0,0,0
388313631,0,0,0,0,0
388509151,0,0,0,0,0
388709556,0,0,0,0,0
388909965,0,0,0,0,0
389110373,0,0,0,0,0
389310784,0,0,0,0,0
389511188,0,0,0,0,0
389711596,0,0,0,0,0
389912006,0,0,0,0,0
390112415,0,0,0,0,0
390312825,0,0,0,0,0
390508341,0,0,0,0,0
390708774,0,0,0,0,0
390914051,0,0,0,0,0
391109567,0,0,0,0,0
391309972,0,0,0,0,0
391510412,0,0,0,0,0
394511620,0,0,0,0,0
394712025,0,0,0,0,0
394907541,0,0,0,0,0
395112837,0,0,0,0,0
395313250,0,0,0,0,0
395513655,0,0,0,0,0
395709173,0,0,0,0,0
395909618,0,0,0,0,0
396109992,0,0,0,0,0
396310397,0,0,0,0,0
396510806,0,0,0,0,0
396711248,0,0,0,0,0
396911624,0,0,0,0,0
397112030,0,0,0,0,0
397312435,0,0,0,0,0
397507955,0,0,0,0,0
397708400,0,0,0,0,0
397913665,0,0,0,0,0
398114071,0,0,0,0,0
398309589,0,0,0,0,0
398510030,0,0,0,0,0
398710404,0,0,0,0,0
398910815,0,0,0,0,0
399111220,0,0,0,0,0
399311663,0,0,0,0,0
399512039,0,0,0,0,0
399712444,0,0,0,0,0
399912858,0,0,0,0,0
400108373,0,0,0,0,0
400308816,0,0,0,0,0
400509189,0,0,0,0,0
400714489,0,0,0,0,0
400910007,0,0,0,0,0
401110444,0,0,0,0,0
401310825,0,0,0,0,0
401511227,0,0,0,0,0
401711640,0,0,0,0,0
401907157,0,0,0,0,0
402112454,0,0,0,0,0
402312863,0,0,0,0,0
402513269,0,0,0,0,0
402708790,0,0,0,0,0
402909229,0,0,0,0,0
403109604,0,0,0,0,0
403310015,0,0,0,0,0
403510423,0,0,0,0,0
403710865,0,0,0,0,0
403911235,0,0,0,0,0
404111650,0,0,0,0,0
404312053,0,0,0,0,0
404507572,0,0,0,0,0
404707981,0,0,0,0,0
404913276,0,0,0,0,0
405113686,0,0,0,0,0
405309207,0,0,0,0,0
405509647,0,0,0,0,0
405710023,0,0,0,0,0
405910433,0,0,0,0,0
406110837,0,0,0,0,0
406311278,0,0,0,0,0
406511651,0,0,0,0,0
406712065,0,0,0,0,0
406912469,0,0,0,0,0
407107987,0,0,0,0,0
407308400,0,0,0,0,0
407508805,0,0,0,0,0
407714103,0,0,0,0,0
407909624,0,0,0,0,0
408110032,0,0,0,0,0
408310439,0,0,0,0,0
408510846,0,0,0,0,0
408711253,0,0,0,0,0
408911693,0,0,0,0,0
409112069,0,0,0,0,0
409312477,0,0,0,0,0
409512886,0,0,0,0,0
409713329,0,0,0,0,0
409908816,0,0,0,0,0
410109277,0,0,0,0,0
410309630,0,0,0,0,0
410510039,0,0,0,0,0
410710448,0,0,0,0,0
410910852,0,0,0,0,0
411111263,0,0,0,0,0
411311669,0,0,0,0,0
411512078,0,0,0,0,0
411707596,0,0,0,0,0
411912891,0,0,0,0,0
412113304,0,0,0,0,0
412313742,0,0,0,0,0
412509230,0,0,0,0,0
412709639,0,0,0,0,0
412910053,0,0,0,0,0
413110456,0,0,0,0,0
413310865,0,0,0,0,0
413511277,0,0,0,0,0
413711678,0,0,0,0,0
413912085,0,0,0,0,0
414112494,0,0,0,0,0
414308011,0,0,0,0,0
414508453,0,0,0,0,0
414713717,0,0,0,0,0
414914125,0,0,0,0,0
415109646,0,0,0,0,0
415310087,0,0,0,0,0
415510461,0,0,0,0,0
415710870,0,0,0,0,0
415911277,0,0,0,0,0
416111685,0,0,0,0,0
416312093,0,0,0,0,0
416512501,0,0,0,0,0
416712908,0,0,0,0,0
416908430,0,0,0,0,0
417108875,0,0,0,0,0
417309288,0,0,0,0,0
417514543,0,0,0,0,0
417710063,0,0,0,0,0
417910501,0,0,0,0,0
418110879,0,0,0,0,0
418311285,0,0,0,0,0
418511693,0,0,0,0,0
418707214,0,0,0,0,0
418912516,0,0,0,0,0
419112916,0,0,0,0,0
419313325,0,0,0,0,0
419508850,0,0,0,0,0
419709290,0,0,0,0,0
419909662,0,0,0,0,0
420110072,0,0,0,0,0
420310475,0,0,0,0,0
420510920,0,0,0,0,0
420711296,0,0,0,0,0
420911701,0,0,0,0,0
421112112,0,0,0,0,0
421307640,0,0,0,0,0
421508067,0,0,0,0,0
421713335,0,0,0,0,0
421913744,0,0,0,0,0
422109276,0,0,0,0,0
422309703,0,0,0,0,0
422510082,0,0,0,0,0
422710484,0,0,0,0,0
422910892,0,0,0,0,0
423111336,0,0,0,0,0
423311710,0,0,0,0,0
423512118,0,0,0,0,0
423712525,0,0,0,0,0
423908044,0,0,0,0,0
424108484,0,0,0,0,0
424308865,0,0,0,0,0
424514158,0,0,0,0,0
424709753,0,0,0,0,0
424910121,0,0,0,0,0
425110491,0,0,0,0,0
425310902,0,0,0,0,0
425511308,0,0,0,0,0
425711749,0,0,0,0,0
425912126,0,0,0,0,0
426112534,0,0,0,0,0
426312943,0,0,0,0,0
426513386,0,0,0,0,0
426708907,0,0,0,0,0
426909285,0,0,0,0,0
427109696,0,0,0,0,0
427310102,0,0,0,0,0
427510541,0,0,0,0,0
427710915,0,0,0,0,0
427911322,0,0,0,0,0
428111732,0,0,0,0,0
428312172,0,0,0,0,0
428507654,0,0,0,0,0
428712956,0,0,0,0,0
428913368,0,0,0,0,0
429113808,0,0,0,0,0
429309285,0,0,0,0,0
429509697,0,0,0,0,0
429710105,0,0,0,0,0
429910509,0,0,0,0,0
430110948,0,0,0,0,0
430311328,0,0,0,0,0
430511732,0,0,0,0,0
430712142,0,0,0,0,0
430912584,0,0,0,0,0
431108070,0,0,0,0,0
431308477,0,0,0,0,0
431513775,0,0,0,0,0
431714216,0,0,0,0,0
431909703,0,0,0,0,0
432110112,0,0,0,0,0
432310520,0,0,0,0,0
432510926,0,0,0,0,0
432711334,0,0,0,0,0
432911775,0,0,0,0,0
433112149,0,0,0,0,0
433312558,0,0,0,0,0
433512997,0,0,0,0,0
433708484,0,0,0,0,0
433908896,0,0,0,0,0
434109301,0,0,0,0,0
434314631,0,0,0,0,0
434510120,0,0,0,0,0
434710527,0,0,0,0,0
434910933,0,0,0,0,0
435111343,0,0,0,0,0
435311749,0,0,0,0,0
435507272,0,0,0,0,0
435712567,0,0,0,0,0
435913022,0,0,0,0,0
436113383,0,0,0,0,0
436308900,0,0,0,0,0
436509346,0,0,0,0,0
436709721,0,0,0,0,0
436910126,0,0,0,0,0
437110532,0,0,0,0,0
437310944,0,0,0,0,0
437511390,0,0,0,0,0
437711756,0,0,0,0,0
437912132,0,0,0,0,0
438107685,0,0,0,0,0
438308128,0,0,0,0,0
438513390,0,0,0,0,0
438713797,0,0,0,0,0
438909316,0,0,0,0,0
439109758,0,0,0,0,0
439310133,0,0,0,0,0
439510538,0,0,0,0,0
439710951,0,0,0,0,0
439911393,0,0,0,0,0
440111764,0,0,0,0,0
440312174,0,0,0,0,0
440512584,0,0,0,0,0
440708104,0,0,0,0,0
440908539,0,0,0,0,0
441108917,0,0,0,0,0
441314213,0,0,0,0,0
441509736,0,0,0,0,0
441710179,0,0,0,0,0
441910548,0,0,0,0,0
442110958,0,0,0,0,0
442311365,0,0,0,0,0
442511809,0,0,0,0,0
442712183,0,0,0,0,0
442912588,0,0,0,0,0
443112998,0,0,0,0,0
443308527,0,0,0,0,0
445913858,0,0,0,0,0
446109372,0,0,0,0,0
446309779,0,0,0,0,0
446510184,0,0,0,0,0
446710565,0,0,0,0,0
446911006,0,0,0,0,0
447111381,0,0,0,0,0
447311793,0,0,0,0,0
447512196,0,0,0,0,0
447712638,0,0,0,0,0
447908124,0,0,0,0,0
448108534,0,0,0,0,0
448313832,0,0,0,0,0
448514271,0,0,0,0,0
448709801,0,0,0,0,0
448910168,0,0,0,0,0
449110577,0,0,0,0,0
449310986,0,0,0,0,0
449511421,0,0,0,0,0
